"district_en","day","case"
"Yau Tsim Mong","2020-06-02","0"
"Sham Shui Po","2020-06-02","1"
"Kowloon City","2020-06-02","0"
"Wong Tai Sin","2020-06-02","0"
"Kwun Tong","2020-06-02","0"
"Kwai Tsing","2020-06-02","2"
"Tsuen Wan","2020-06-02","0"
"Tuen Mun","2020-06-02","0"
"Yuen Long","2020-06-02","0"
"North","2020-06-02","0"
"Tai Po","2020-06-02","0"
"Sha Tin","2020-06-02","8"
"Sai Kung","2020-06-02","0"
"Islands","2020-06-02","0"
"Central & Western","2020-06-03","0"
"Wan Chai","2020-06-03","0"
"Eastern","2020-06-03","0"
"Southern","2020-06-03","0"
"Yau Tsim Mong","2020-06-03","0"
"Sham Shui Po","2020-06-03","1"
"Kowloon City","2020-06-03","0"
"Wong Tai Sin","2020-06-03","0"
"Kwun Tong","2020-06-03","0"
"Kwai Tsing","2020-06-03","2"
"Tsuen Wan","2020-06-03","0"
"Tuen Mun","2020-06-03","0"
"Yuen Long","2020-06-03","0"
"North","2020-06-03","0"
"Tai Po","2020-06-03","0"
"Sha Tin","2020-06-03","8"
"Sai Kung","2020-06-03","0"
"Islands","2020-06-03","0"
"Central & Western","2020-06-04","0"
"Wan Chai","2020-06-04","0"
"Eastern","2020-06-04","0"
"Southern","2020-06-04","0"
"Yau Tsim Mong","2020-06-04","0"
"Sham Shui Po","2020-06-04","1"
"Kowloon City","2020-06-04","0"
"Wong Tai Sin","2020-06-04","0"
"Kwun Tong","2020-06-04","0"
"Kwai Tsing","2020-06-04","2"
"Tsuen Wan","2020-06-04","0"
"Tuen Mun","2020-06-04","0"
"Yuen Long","2020-06-04","0"
"North","2020-06-04","0"
"Tai Po","2020-06-04","0"
"Sha Tin","2020-06-04","9"
"Sai Kung","2020-06-04","0"
"Islands","2020-06-04","0"
"Central & Western","2020-06-05","0"
"Wan Chai","2020-06-05","0"
"Eastern","2020-06-05","0"
"Southern","2020-06-05","0"
"Yau Tsim Mong","2020-06-05","0"
"Sham Shui Po","2020-06-05","1"
"Kowloon City","2020-06-05","0"
"Wong Tai Sin","2020-06-05","0"
"Kwun Tong","2020-06-05","0"
"Kwai Tsing","2020-06-05","2"
"Tsuen Wan","2020-06-05","0"
"Tuen Mun","2020-06-05","0"
"Yuen Long","2020-06-05","0"
"North","2020-06-05","0"
"Tai Po","2020-06-05","0"
"Sha Tin","2020-06-05","9"
"Sai Kung","2020-06-05","0"
"Islands","2020-06-05","0"
"Central & Western","2020-06-06","0"
"Wan Chai","2020-06-06","0"
"Eastern","2020-06-06","0"
"Southern","2020-06-06","0"
"Yau Tsim Mong","2020-06-06","0"
"Sham Shui Po","2020-06-06","0"
"Kowloon City","2020-06-06","0"
"Wong Tai Sin","2020-06-06","0"
"Kwun Tong","2020-06-06","0"
"Kwai Tsing","2020-06-06","2"
"Tsuen Wan","2020-06-06","0"
"Tuen Mun","2020-06-06","0"
"Yuen Long","2020-06-06","0"
"North","2020-06-06","0"
"Tai Po","2020-06-06","0"
"Sha Tin","2020-06-06","9"
"Sai Kung","2020-06-06","0"
"Islands","2020-06-06","0"
"Central & Western","2020-06-07","0"
"Wan Chai","2020-06-07","0"
"Eastern","2020-06-07","0"
"Southern","2020-06-07","0"
"Yau Tsim Mong","2020-06-07","0"
"Sham Shui Po","2020-06-07","0"
"Kowloon City","2020-06-07","0"
"Wong Tai Sin","2020-06-07","0"
"Kwun Tong","2020-06-07","0"
"Kwai Tsing","2020-06-07","2"
"Tsuen Wan","2020-06-07","0"
"Tuen Mun","2020-06-07","0"
"Yuen Long","2020-06-07","0"
"North","2020-06-07","0"
"Tai Po","2020-06-07","0"
"Sha Tin","2020-06-07","9"
"Sai Kung","2020-06-07","0"
"Islands","2020-06-07","0"
"Central & Western","2020-06-08","0"
"Wan Chai","2020-06-08","0"
"Eastern","2020-06-08","0"
"Southern","2020-06-08","0"
"Yau Tsim Mong","2020-06-08","0"
"Sham Shui Po","2020-06-08","0"
"Kowloon City","2020-06-08","0"
"Wong Tai Sin","2020-06-08","0"
"Kwun Tong","2020-06-08","0"
"Kwai Tsing","2020-06-08","2"
"Tsuen Wan","2020-06-08","0"
"Tuen Mun","2020-06-08","0"
"Yuen Long","2020-06-08","0"
"North","2020-06-08","0"
"Tai Po","2020-06-08","0"
"Sha Tin","2020-06-08","9"
"Sai Kung","2020-06-08","0"
"Islands","2020-06-08","0"
"Central & Western","2020-06-09","0"
"Wan Chai","2020-06-09","0"
"Eastern","2020-06-09","0"
"Southern","2020-06-09","0"
"Yau Tsim Mong","2020-06-09","0"
"Sham Shui Po","2020-06-09","0"
"Kowloon City","2020-06-09","0"
"Wong Tai Sin","2020-06-09","0"
"Kwun Tong","2020-06-09","0"
"Kwai Tsing","2020-06-09","2"
"Tsuen Wan","2020-06-09","0"
"Tuen Mun","2020-06-09","0"
"Yuen Long","2020-06-09","0"
"North","2020-06-09","0"
"Tai Po","2020-06-09","0"
"Sha Tin","2020-06-09","9"
"Sai Kung","2020-06-09","0"
"Islands","2020-06-09","0"
"Central & Western","2020-06-10","0"
"Wan Chai","2020-06-10","0"
"Eastern","2020-06-10","0"
"Southern","2020-06-10","0"
"Yau Tsim Mong","2020-06-10","0"
"Sham Shui Po","2020-06-10","0"
"Kowloon City","2020-06-10","0"
"Wong Tai Sin","2020-06-10","0"
"Kwun Tong","2020-06-10","0"
"Kwai Tsing","2020-06-10","2"
"Tsuen Wan","2020-06-10","0"
"Tuen Mun","2020-06-10","0"
"Yuen Long","2020-06-10","0"
"North","2020-06-10","0"
"Tai Po","2020-06-10","0"
"Sha Tin","2020-06-10","9"
"Sai Kung","2020-06-10","0"
"Islands","2020-06-10","0"
"Central & Western","2020-06-11","0"
"Wan Chai","2020-06-11","0"
"Eastern","2020-06-11","0"
"Southern","2020-06-11","0"
"Yau Tsim Mong","2020-06-11","0"
"Sham Shui Po","2020-06-11","0"
"Kowloon City","2020-06-11","0"
"Wong Tai Sin","2020-06-11","0"
"Kwun Tong","2020-06-11","0"
"Kwai Tsing","2020-06-11","2"
"Tsuen Wan","2020-06-11","0"
"Tuen Mun","2020-06-11","0"
"Yuen Long","2020-06-11","0"
"North","2020-06-11","0"
"Tai Po","2020-06-11","0"
"Sha Tin","2020-06-11","9"
"Sai Kung","2020-06-11","0"
"Islands","2020-06-11","0"
"Central & Western","2020-06-12","0"
"Wan Chai","2020-06-12","0"
"Eastern","2020-06-12","0"
"Southern","2020-06-12","0"
"Yau Tsim Mong","2020-06-12","0"
"Sham Shui Po","2020-06-12","0"
"Kowloon City","2020-06-12","0"
"Wong Tai Sin","2020-06-12","0"
"Kwun Tong","2020-06-12","0"
"Kwai Tsing","2020-06-12","2"
"Tsuen Wan","2020-06-12","0"
"Tuen Mun","2020-06-12","0"
"Yuen Long","2020-06-12","0"
"North","2020-06-12","0"
"Tai Po","2020-06-12","0"
"Sha Tin","2020-06-12","10"
"Sai Kung","2020-06-12","0"
"Islands","2020-06-12","0"
"Central & Western","2020-06-13","0"
"Wan Chai","2020-06-13","0"
"Eastern","2020-06-13","0"
"Southern","2020-06-13","0"
"Yau Tsim Mong","2020-06-13","0"
"Sham Shui Po","2020-06-13","0"
"Kowloon City","2020-06-13","0"
"Wong Tai Sin","2020-06-13","0"
"Kwun Tong","2020-06-13","0"
"Kwai Tsing","2020-06-13","2"
"Tsuen Wan","2020-06-13","0"
"Tuen Mun","2020-06-13","0"
"Yuen Long","2020-06-13","0"
"North","2020-06-13","0"
"Tai Po","2020-06-13","0"
"Sha Tin","2020-06-13","11"
"Sai Kung","2020-06-13","0"
"Islands","2020-06-13","0"
"Central & Western","2020-06-14","0"
"Wan Chai","2020-06-14","0"
"Eastern","2020-06-14","0"
"Southern","2020-06-14","0"
"Yau Tsim Mong","2020-06-14","0"
"Sham Shui Po","2020-06-14","0"
"Kowloon City","2020-06-14","0"
"Wong Tai Sin","2020-06-14","0"
"Kwun Tong","2020-06-14","0"
"Kwai Tsing","2020-06-14","2"
"Tsuen Wan","2020-06-14","0"
"Tuen Mun","2020-06-14","0"
"Yuen Long","2020-06-14","0"
"North","2020-06-14","0"
"Tai Po","2020-06-14","0"
"Sha Tin","2020-06-14","11"
"Sai Kung","2020-06-14","0"
"Islands","2020-06-14","0"
"Central & Western","2020-06-15","0"
"Wan Chai","2020-06-15","0"
"Eastern","2020-06-15","0"
"Southern","2020-06-15","0"
"Yau Tsim Mong","2020-06-15","0"
"Sham Shui Po","2020-06-15","0"
"Kowloon City","2020-06-15","0"
"Wong Tai Sin","2020-06-15","0"
"Kwun Tong","2020-06-15","0"
"Kwai Tsing","2020-06-15","2"
"Tsuen Wan","2020-06-15","0"
"Tuen Mun","2020-06-15","0"
"Yuen Long","2020-06-15","0"
"North","2020-06-15","0"
"Tai Po","2020-06-15","0"
"Sha Tin","2020-06-15","9"
"Sai Kung","2020-06-15","0"
"Islands","2020-06-15","2"
"Central & Western","2020-06-16","0"
"Wan Chai","2020-06-16","0"
"Eastern","2020-06-16","0"
"Southern","2020-06-16","0"
"Yau Tsim Mong","2020-06-16","0"
"Sham Shui Po","2020-06-16","0"
"Kowloon City","2020-06-16","0"
"Wong Tai Sin","2020-06-16","0"
"Kwun Tong","2020-06-16","0"
"Kwai Tsing","2020-06-16","0"
"Tsuen Wan","2020-06-16","0"
"Tuen Mun","2020-06-16","0"
"Yuen Long","2020-06-16","0"
"North","2020-06-16","0"
"Tai Po","2020-06-16","0"
"Sha Tin","2020-06-16","7"
"Sai Kung","2020-06-16","0"
"Islands","2020-06-16","2"
"Central & Western","2020-06-17","0"
"Wan Chai","2020-06-17","0"
"Eastern","2020-06-17","0"
"Southern","2020-06-17","0"
"Yau Tsim Mong","2020-06-17","0"
"Sham Shui Po","2020-06-17","0"
"Kowloon City","2020-06-17","0"
"Wong Tai Sin","2020-06-17","0"
"Kwun Tong","2020-06-17","0"
"Kwai Tsing","2020-06-17","0"
"Tsuen Wan","2020-06-17","0"
"Tuen Mun","2020-06-17","0"
"Yuen Long","2020-06-17","0"
"North","2020-06-17","0"
"Tai Po","2020-06-17","0"
"Sha Tin","2020-06-17","3"
"Sai Kung","2020-06-17","0"
"Islands","2020-06-17","2"
"Central & Western","2020-06-18","0"
"Wan Chai","2020-06-18","0"
"Eastern","2020-06-18","0"
"Southern","2020-06-18","0"
"Yau Tsim Mong","2020-06-18","0"
"Sham Shui Po","2020-06-18","0"
"Kowloon City","2020-06-18","0"
"Wong Tai Sin","2020-06-18","0"
"Kwun Tong","2020-06-18","0"
"Kwai Tsing","2020-06-18","0"
"Tsuen Wan","2020-06-18","0"
"Tuen Mun","2020-06-18","0"
"Yuen Long","2020-06-18","0"
"North","2020-06-18","0"
"Tai Po","2020-06-18","0"
"Sha Tin","2020-06-18","3"
"Sai Kung","2020-06-18","0"
"Islands","2020-06-18","2"
"Central & Western","2020-06-19","0"
"Wan Chai","2020-06-19","0"
"Eastern","2020-06-19","0"
"Southern","2020-06-19","0"
"Yau Tsim Mong","2020-06-19","0"
"Sham Shui Po","2020-06-19","0"
"Kowloon City","2020-06-19","0"
"Wong Tai Sin","2020-06-19","0"
"Kwun Tong","2020-06-19","0"
"Kwai Tsing","2020-06-19","0"
"Tsuen Wan","2020-06-19","0"
"Tuen Mun","2020-06-19","0"
"Yuen Long","2020-06-19","0"
"North","2020-06-19","0"
"Tai Po","2020-06-19","0"
"Sha Tin","2020-06-19","2"
"Sai Kung","2020-06-19","0"
"Islands","2020-06-19","2"
"Central & Western","2020-06-20","0"
"Wan Chai","2020-06-20","0"
"Eastern","2020-06-20","0"
"Southern","2020-06-20","0"
"Yau Tsim Mong","2020-06-20","0"
"Sham Shui Po","2020-06-20","0"
"Kowloon City","2020-06-20","0"
"Wong Tai Sin","2020-06-20","0"
"Kwun Tong","2020-06-20","0"
"Kwai Tsing","2020-06-20","0"
"Tsuen Wan","2020-06-20","0"
"Tuen Mun","2020-06-20","0"
"Yuen Long","2020-06-20","0"
"North","2020-06-20","0"
"Tai Po","2020-06-20","0"
"Sha Tin","2020-06-20","2"
"Sai Kung","2020-06-20","0"
"Islands","2020-06-20","2"
"Central & Western","2020-06-21","0"
"Wan Chai","2020-06-21","0"
"Eastern","2020-06-21","0"
"Southern","2020-06-21","0"
"Yau Tsim Mong","2020-06-21","0"
"Sham Shui Po","2020-06-21","0"
"Kowloon City","2020-06-21","0"
"Wong Tai Sin","2020-06-21","0"
"Kwun Tong","2020-06-21","0"
"Kwai Tsing","2020-06-21","0"
"Tsuen Wan","2020-06-21","0"
"Tuen Mun","2020-06-21","0"
"Yuen Long","2020-06-21","0"
"North","2020-06-21","0"
"Tai Po","2020-06-21","0"
"Sha Tin","2020-06-21","2"
"Sai Kung","2020-06-21","0"
"Islands","2020-06-21","2"
"Central & Western","2020-06-22","0"
"Wan Chai","2020-06-22","1"
"Eastern","2020-06-22","0"
"Southern","2020-06-22","0"
"Yau Tsim Mong","2020-06-22","0"
"Sham Shui Po","2020-06-22","0"
"Kowloon City","2020-06-22","0"
"Wong Tai Sin","2020-06-22","0"
"Kwun Tong","2020-06-22","0"
"Kwai Tsing","2020-06-22","0"
"Tsuen Wan","2020-06-22","0"
"Tuen Mun","2020-06-22","0"
"Yuen Long","2020-06-22","0"
"North","2020-06-22","0"
"Tai Po","2020-06-22","0"
"Sha Tin","2020-06-22","2"
"Sai Kung","2020-06-22","0"
"Islands","2020-06-22","2"
"Central & Western","2020-06-23","0"
"Wan Chai","2020-06-23","1"
"Eastern","2020-06-23","0"
"Southern","2020-06-23","0"
"Yau Tsim Mong","2020-06-23","0"
"Sham Shui Po","2020-06-23","0"
"Kowloon City","2020-06-23","0"
"Wong Tai Sin","2020-06-23","0"
"Kwun Tong","2020-06-23","0"
"Kwai Tsing","2020-06-23","0"
"Tsuen Wan","2020-06-23","0"
"Tuen Mun","2020-06-23","0"
"Yuen Long","2020-06-23","0"
"North","2020-06-23","0"
"Tai Po","2020-06-23","0"
"Sha Tin","2020-06-23","2"
"Sai Kung","2020-06-23","0"
"Islands","2020-06-23","2"
"Central & Western","2020-06-24","0"
"Wan Chai","2020-06-24","1"
"Eastern","2020-06-24","0"
"Southern","2020-06-24","0"
"Yau Tsim Mong","2020-06-24","0"
"Sham Shui Po","2020-06-24","0"
"Kowloon City","2020-06-24","0"
"Wong Tai Sin","2020-06-24","0"
"Kwun Tong","2020-06-24","0"
"Kwai Tsing","2020-06-24","0"
"Tsuen Wan","2020-06-24","0"
"Tuen Mun","2020-06-24","0"
"Yuen Long","2020-06-24","0"
"North","2020-06-24","0"
"Tai Po","2020-06-24","0"
"Sha Tin","2020-06-24","2"
"Sai Kung","2020-06-24","0"
"Islands","2020-06-24","2"
"Central & Western","2020-06-25","0"
"Wan Chai","2020-06-25","1"
"Eastern","2020-06-25","0"
"Southern","2020-06-25","0"
"Yau Tsim Mong","2020-06-25","0"
"Sham Shui Po","2020-06-25","0"
"Kowloon City","2020-06-25","0"
"Wong Tai Sin","2020-06-25","0"
"Kwun Tong","2020-06-25","0"
"Kwai Tsing","2020-06-25","0"
"Tsuen Wan","2020-06-25","0"
"Tuen Mun","2020-06-25","0"
"Yuen Long","2020-06-25","0"
"North","2020-06-25","0"
"Tai Po","2020-06-25","0"
"Sha Tin","2020-06-25","2"
"Sai Kung","2020-06-25","0"
"Islands","2020-06-25","2"
"Central & Western","2020-06-26","0"
"Wan Chai","2020-06-26","1"
"Eastern","2020-06-26","0"
"Southern","2020-06-26","0"
"Yau Tsim Mong","2020-06-26","0"
"Sham Shui Po","2020-06-26","0"
"Kowloon City","2020-06-26","0"
"Wong Tai Sin","2020-06-26","0"
"Kwun Tong","2020-06-26","0"
"Kwai Tsing","2020-06-26","0"
"Tsuen Wan","2020-06-26","0"
"Tuen Mun","2020-06-26","0"
"Yuen Long","2020-06-26","0"
"North","2020-06-26","0"
"Tai Po","2020-06-26","0"
"Sha Tin","2020-06-26","2"
"Sai Kung","2020-06-26","0"
"Islands","2020-06-26","2"
"Central & Western","2020-06-27","0"
"Wan Chai","2020-06-27","1"
"Eastern","2020-06-27","0"
"Southern","2020-06-27","0"
"Yau Tsim Mong","2020-06-27","0"
"Sham Shui Po","2020-06-27","0"
"Kowloon City","2020-06-27","0"
"Wong Tai Sin","2020-06-27","0"
"Kwun Tong","2020-06-27","0"
"Kwai Tsing","2020-06-27","0"
"Tsuen Wan","2020-06-27","0"
"Tuen Mun","2020-06-27","0"
"Yuen Long","2020-06-27","0"
"North","2020-06-27","0"
"Tai Po","2020-06-27","0"
"Sha Tin","2020-06-27","1"
"Sai Kung","2020-06-27","0"
"Islands","2020-06-27","2"
"Central & Western","2020-06-28","0"
"Wan Chai","2020-06-28","1"
"Eastern","2020-06-28","0"
"Southern","2020-06-28","0"
"Yau Tsim Mong","2020-06-28","0"
"Sham Shui Po","2020-06-28","0"
"Kowloon City","2020-06-28","0"
"Wong Tai Sin","2020-06-28","0"
"Kwun Tong","2020-06-28","0"
"Kwai Tsing","2020-06-28","0"
"Tsuen Wan","2020-06-28","0"
"Tuen Mun","2020-06-28","0"
"Yuen Long","2020-06-28","0"
"North","2020-06-28","0"
"Tai Po","2020-06-28","0"
"Sha Tin","2020-06-28","0"
"Sai Kung","2020-06-28","0"
"Islands","2020-06-28","2"
"Central & Western","2020-06-29","0"
"Wan Chai","2020-06-29","1"
"Eastern","2020-06-29","0"
"Southern","2020-06-29","0"
"Yau Tsim Mong","2020-06-29","1"
"Sham Shui Po","2020-06-29","0"
"Kowloon City","2020-06-29","0"
"Wong Tai Sin","2020-06-29","0"
"Kwun Tong","2020-06-29","0"
"Kwai Tsing","2020-06-29","0"
"Tsuen Wan","2020-06-29","0"
"Tuen Mun","2020-06-29","0"
"Yuen Long","2020-06-29","0"
"North","2020-06-29","0"
"Tai Po","2020-06-29","0"
"Sha Tin","2020-06-29","0"
"Sai Kung","2020-06-29","0"
"Islands","2020-06-29","2"
"Central & Western","2020-06-30","0"
"Wan Chai","2020-06-30","1"
"Eastern","2020-06-30","0"
"Southern","2020-06-30","0"
"Yau Tsim Mong","2020-06-30","1"
"Sham Shui Po","2020-06-30","0"
"Kowloon City","2020-06-30","0"
"Wong Tai Sin","2020-06-30","0"
"Kwun Tong","2020-06-30","0"
"Kwai Tsing","2020-06-30","1"
"Tsuen Wan","2020-06-30","0"
"Tuen Mun","2020-06-30","0"
"Yuen Long","2020-06-30","0"
"North","2020-06-30","0"
"Tai Po","2020-06-30","0"
"Sha Tin","2020-06-30","2"
"Sai Kung","2020-06-30","0"
"Islands","2020-06-30","0"
"Central & Western","2020-07-01","0"
"Wan Chai","2020-07-01","1"
"Eastern","2020-07-01","0"
"Southern","2020-07-01","0"
"Yau Tsim Mong","2020-07-01","1"
"Sham Shui Po","2020-07-01","0"
"Kowloon City","2020-07-01","0"
"Wong Tai Sin","2020-07-01","0"
"Kwun Tong","2020-07-01","0"
"Kwai Tsing","2020-07-01","1"
"Tsuen Wan","2020-07-01","0"
"Tuen Mun","2020-07-01","0"
"Yuen Long","2020-07-01","0"
"North","2020-07-01","0"
"Tai Po","2020-07-01","0"
"Sha Tin","2020-07-01","3"
"Sai Kung","2020-07-01","0"
"Islands","2020-07-01","0"
"Central & Western","2020-07-02","0"
"Wan Chai","2020-07-02","1"
"Eastern","2020-07-02","0"
"Southern","2020-07-02","0"
"Yau Tsim Mong","2020-07-02","1"
"Sham Shui Po","2020-07-02","0"
"Kowloon City","2020-07-02","0"
"Wong Tai Sin","2020-07-02","0"
"Kwun Tong","2020-07-02","0"
"Kwai Tsing","2020-07-02","1"
"Tsuen Wan","2020-07-02","0"
"Tuen Mun","2020-07-02","0"
"Yuen Long","2020-07-02","0"
"North","2020-07-02","0"
"Tai Po","2020-07-02","0"
"Sha Tin","2020-07-02","3"
"Sai Kung","2020-07-02","0"
"Islands","2020-07-02","0"
"Central & Western","2020-07-03","0"
"Wan Chai","2020-07-03","1"
"Eastern","2020-07-03","0"
"Southern","2020-07-03","0"
"Yau Tsim Mong","2020-07-03","1"
"Sham Shui Po","2020-07-03","0"
"Kowloon City","2020-07-03","0"
"Wong Tai Sin","2020-07-03","0"
"Kwun Tong","2020-07-03","0"
"Kwai Tsing","2020-07-03","1"
"Tsuen Wan","2020-07-03","0"
"Tuen Mun","2020-07-03","0"
"Yuen Long","2020-07-03","0"
"North","2020-07-03","0"
"Tai Po","2020-07-03","0"
"Sha Tin","2020-07-03","3"
"Sai Kung","2020-07-03","0"
"Islands","2020-07-03","0"
"Central & Western","2020-07-04","1"
"Wan Chai","2020-07-04","2"
"Eastern","2020-07-04","0"
"Southern","2020-07-04","0"
"Yau Tsim Mong","2020-07-04","2"
"Sham Shui Po","2020-07-04","0"
"Kowloon City","2020-07-04","0"
"Wong Tai Sin","2020-07-04","0"
"Kwun Tong","2020-07-04","0"
"Kwai Tsing","2020-07-04","1"
"Tsuen Wan","2020-07-04","0"
"Tuen Mun","2020-07-04","0"
"Yuen Long","2020-07-04","0"
"North","2020-07-04","0"
"Tai Po","2020-07-04","0"
"Sha Tin","2020-07-04","3"
"Sai Kung","2020-07-04","0"
"Islands","2020-07-04","1"
"Central & Western","2020-07-05","1"
"Wan Chai","2020-07-05","2"
"Eastern","2020-07-05","0"
"Southern","2020-07-05","0"
"Yau Tsim Mong","2020-07-05","2"
"Sham Shui Po","2020-07-05","1"
"Kowloon City","2020-07-05","1"
"Wong Tai Sin","2020-07-05","0"
"Kwun Tong","2020-07-05","1"
"Kwai Tsing","2020-07-05","1"
"Tsuen Wan","2020-07-05","0"
"Tuen Mun","2020-07-05","0"
"Yuen Long","2020-07-05","0"
"North","2020-07-05","0"
"Tai Po","2020-07-05","0"
"Sha Tin","2020-07-05","3"
"Sai Kung","2020-07-05","0"
"Islands","2020-07-05","1"
"Central & Western","2020-07-06","1"
"Wan Chai","2020-07-06","2"
"Eastern","2020-07-06","0"
"Southern","2020-07-06","0"
"Yau Tsim Mong","2020-07-06","4"
"Sham Shui Po","2020-07-06","1"
"Kowloon City","2020-07-06","1"
"Wong Tai Sin","2020-07-06","0"
"Kwun Tong","2020-07-06","1"
"Kwai Tsing","2020-07-06","1"
"Tsuen Wan","2020-07-06","0"
"Tuen Mun","2020-07-06","0"
"Yuen Long","2020-07-06","0"
"North","2020-07-06","1"
"Tai Po","2020-07-06","0"
"Sha Tin","2020-07-06","3"
"Sai Kung","2020-07-06","0"
"Islands","2020-07-06","1"
"Central & Western","2020-07-07","1"
"Wan Chai","2020-07-07","1"
"Eastern","2020-07-07","0"
"Southern","2020-07-07","0"
"Yau Tsim Mong","2020-07-07","5"
"Sham Shui Po","2020-07-07","1"
"Kowloon City","2020-07-07","1"
"Wong Tai Sin","2020-07-07","3"
"Kwun Tong","2020-07-07","2"
"Kwai Tsing","2020-07-07","3"
"Tsuen Wan","2020-07-07","0"
"Tuen Mun","2020-07-07","1"
"Yuen Long","2020-07-07","0"
"North","2020-07-07","1"
"Tai Po","2020-07-07","0"
"Sha Tin","2020-07-07","6"
"Sai Kung","2020-07-07","0"
"Islands","2020-07-07","1"
"Central & Western","2020-07-08","1"
"Wan Chai","2020-07-08","2"
"Eastern","2020-07-08","0"
"Southern","2020-07-08","0"
"Yau Tsim Mong","2020-07-08","6"
"Sham Shui Po","2020-07-08","1"
"Kowloon City","2020-07-08","1"
"Wong Tai Sin","2020-07-08","15"
"Kwun Tong","2020-07-08","4"
"Kwai Tsing","2020-07-08","6"
"Tsuen Wan","2020-07-08","2"
"Tuen Mun","2020-07-08","1"
"Yuen Long","2020-07-08","0"
"North","2020-07-08","1"
"Tai Po","2020-07-08","0"
"Sha Tin","2020-07-08","6"
"Sai Kung","2020-07-08","0"
"Islands","2020-07-08","1"
"Central & Western","2020-07-09","1"
"Wan Chai","2020-07-09","5"
"Eastern","2020-07-09","0"
"Southern","2020-07-09","0"
"Yau Tsim Mong","2020-07-09","8"
"Sham Shui Po","2020-07-09","2"
"Kowloon City","2020-07-09","1"
"Wong Tai Sin","2020-07-09","44"
"Kwun Tong","2020-07-09","5"
"Kwai Tsing","2020-07-09","6"
"Tsuen Wan","2020-07-09","2"
"Tuen Mun","2020-07-09","1"
"Yuen Long","2020-07-09","0"
"North","2020-07-09","1"
"Tai Po","2020-07-09","0"
"Sha Tin","2020-07-09","6"
"Sai Kung","2020-07-09","1"
"Islands","2020-07-09","2"
"Central & Western","2020-07-10","1"
"Wan Chai","2020-07-10","5"
"Eastern","2020-07-10","0"
"Southern","2020-07-10","0"
"Yau Tsim Mong","2020-07-10","8"
"Sham Shui Po","2020-07-10","2"
"Kowloon City","2020-07-10","3"
"Wong Tai Sin","2020-07-10","54"
"Kwun Tong","2020-07-10","7"
"Kwai Tsing","2020-07-10","6"
"Tsuen Wan","2020-07-10","3"
"Tuen Mun","2020-07-10","3"
"Yuen Long","2020-07-10","0"
"North","2020-07-10","1"
"Tai Po","2020-07-10","0"
"Sha Tin","2020-07-10","18"
"Sai Kung","2020-07-10","4"
"Islands","2020-07-10","2"
"Central & Western","2020-07-11","1"
"Wan Chai","2020-07-11","5"
"Eastern","2020-07-11","0"
"Southern","2020-07-11","0"
"Yau Tsim Mong","2020-07-11","9"
"Sham Shui Po","2020-07-11","2"
"Kowloon City","2020-07-11","4"
"Wong Tai Sin","2020-07-11","62"
"Kwun Tong","2020-07-11","8"
"Kwai Tsing","2020-07-11","6"
"Tsuen Wan","2020-07-11","3"
"Tuen Mun","2020-07-11","5"
"Yuen Long","2020-07-11","2"
"North","2020-07-11","1"
"Tai Po","2020-07-11","0"
"Sha Tin","2020-07-11","19"
"Sai Kung","2020-07-11","5"
"Islands","2020-07-11","2"
"Central & Western","2020-07-12","1"
"Wan Chai","2020-07-12","7"
"Eastern","2020-07-12","1"
"Southern","2020-07-12","0"
"Yau Tsim Mong","2020-07-12","9"
"Sham Shui Po","2020-07-12","4"
"Kowloon City","2020-07-12","4"
"Wong Tai Sin","2020-07-12","72"
"Kwun Tong","2020-07-12","13"
"Kwai Tsing","2020-07-12","8"
"Tsuen Wan","2020-07-12","4"
"Tuen Mun","2020-07-12","5"
"Yuen Long","2020-07-12","2"
"North","2020-07-12","2"
"Tai Po","2020-07-12","0"
"Sha Tin","2020-07-12","20"
"Sai Kung","2020-07-12","11"
"Islands","2020-07-12","2"
"Central & Western","2020-07-13","1"
"Wan Chai","2020-07-13","7"
"Eastern","2020-07-13","3"
"Southern","2020-07-13","0"
"Yau Tsim Mong","2020-07-13","12"
"Sham Shui Po","2020-07-13","8"
"Kowloon City","2020-07-13","7"
"Wong Tai Sin","2020-07-13","88"
"Kwun Tong","2020-07-13","13"
"Kwai Tsing","2020-07-13","8"
"Tsuen Wan","2020-07-13","7"
"Tuen Mun","2020-07-13","8"
"Yuen Long","2020-07-13","3"
"North","2020-07-13","2"
"Tai Po","2020-07-13","0"
"Sha Tin","2020-07-13","22"
"Sai Kung","2020-07-13","13"
"Islands","2020-07-13","2"
"Central & Western","2020-07-14","1"
"Wan Chai","2020-07-14","7"
"Eastern","2020-07-14","4"
"Southern","2020-07-14","0"
"Yau Tsim Mong","2020-07-14","11"
"Sham Shui Po","2020-07-14","11"
"Kowloon City","2020-07-14","8"
